review_order	id	pr_number	pr_title	case_path	patch_url	source_smells	module	test_type	test_path	test_name	pr_merged_at
73	pr-51355	51355	planner: fix flaky test TestPhysicalTableScanExtractCorrelatedCols	cases/2024/02/pr-51355.json	https://github.com/pingcap/tidb/pull/51355.patch	assert_exact_plan_or_cost	planner	unit	pkg/planner/core/physical_plan_test.go	TestPhysicalTableScanExtractCorrelatedCols	2024-02-27T19:21:37+08:00
74	pr-51926	51926	extension: disable some optimizations for extension function	cases/2024/03/pr-51926.json	https://github.com/pingcap/tidb/pull/51926.patch	plan_cache_dependency	expression	unit	pkg/extension/function_test.go	TestShouldNotOptimizeExtensionFunc	2024-03-20T16:32:20+08:00
75	pr-53268	53268	planner: UPDATE's select plan's output col IDs should be stable	cases/2024/05/pr-53268.json	https://github.com/pingcap/tidb/pull/53268.patch	assert_exact_plan_or_cost	planner	integration	tests/integrationtest/r/planner/core/issuetest/planner_issue.result	planner_issue	2024-05-14T22:17:43+08:00
76	pr-53362	53362	planner: stop pushing TopN down through Projection if it has undeterministic functions	cases/2024/05/pr-53362.json	https://github.com/pingcap/tidb/pull/53362.patch	assert_exact_plan_or_cost	planner	unit	pkg/planner/core/integration_test.go	TestIssue37986	2024-05-20T23:07:15+08:00
77	pr-54440	54440	*: enable the predicate columns feature by default | tidb-test=pr/2361	cases/2024/07/pr-54440.json	https://github.com/pingcap/tidb/pull/54440.patch	statistics_sensitive_test	statistics	unit	pkg/executor/test/analyzetest/analyze_test.go	TestSavedAnalyzeOptions	2024-07-12T17:23:28+08:00
78	pr-54980	54980	planner: add some output when a flaky test fails	cases/2024/07/pr-54980.json	https://github.com/pingcap/tidb/pull/54980.patch	assert_exact_plan_or_cost	planner	unit	pkg/planner/core/plan_cost_ver1_test.go	plan_cost_ver1_test	2024-07-29T22:34:18+08:00
79	pr-55195	55195	planner: support generating `leading` and `hash_join_build` hint from physical plan	cases/2024/08/pr-55195.json	https://github.com/pingcap/tidb/pull/55195.patch	assert_exact_plan_or_cost	planner	unit	pkg/infoschema/test/clustertablestest/cluster_tables_test.go	TestQuickBinding	2024-08-10T00:20:12+08:00
80	pr-56196	56196	planner: consider path is global index path or not in `skylinePruning` function	cases/2024/09/pr-56196.json	https://github.com/pingcap/tidb/pull/56196.patch	assert_exact_plan_or_cost	planner	unit	pkg/planner/core/logical_plans_test.go	logical_plans_test	2024-09-24T21:45:56+08:00
81	pr-56203	56203	planner: increase tablescan cost for high risk scenarios | tidb-test=pr/2399	cases/2024/09/pr-56203.json	https://github.com/pingcap/tidb/pull/56203.patch	assert_exact_plan_or_cost	planner	unit	pkg/planner/core/testdata/runtime_filter_generator_suite_out.json	TestRuntimeFilterGenerator	2024-09-26T21:04:27+08:00
82	pr-56204	56204	planner: support vector index in planner	cases/2024/10/pr-56204.json	https://github.com/pingcap/tidb/pull/56204.patch	assert_exact_plan_or_cost	planner	unit	pkg/expression/integration_test/integration_test.go	TestVectorConstantExplain	2024-10-10T22:30:16+08:00
83	pr-56680	56680	planner: update access pathes when using the vector index	cases/2024/10/pr-56680.json	https://github.com/pingcap/tidb/pull/56680.patch	assert_exact_plan_or_cost	planner	unit	pkg/planner/core/casetest/vectorsearch/vector_index_test.go	vector_index_test	2024-10-17T12:16:16+08:00
84	pr-58039	58039	planner: correct the vector index tests	cases/2024/12/pr-58039.json	https://github.com/pingcap/tidb/pull/58039.patch	statistics_sensitive_test	planner	unit	pkg/planner/core/casetest/vectorsearch/vector_index_test.go	vector_index_test	2024-12-10T01:04:37+08:00
85	pr-58207	58207	planner: add test about memo derive stats.	cases/2024/12/pr-58207.json	https://github.com/pingcap/tidb/pull/58207.patch	assert_exact_plan_or_cost,statistics_sensitive_test	planner	unit	pkg/planner/core/casetest/cascades/memo_test.go	TestGroupNDVCols	2024-12-12T20:14:18+08:00
86	pr-58254	58254	planner: stabilize the vector index test	cases/2024/12/pr-58254.json	https://github.com/pingcap/tidb/pull/58254.patch	statistics_sensitive_test	planner	unit	pkg/planner/core/casetest/vectorsearch/vector_index_test.go	vector_index_test	2024-12-16T23:46:48+08:00
87	pr-58397	58397	planner: prepare `AccessPath.PartialAlternativeIndexPaths` to handle MV indexes	cases/2024/12/pr-58397.json	https://github.com/pingcap/tidb/pull/58397.patch	assert_exact_plan_or_cost	planner	integration	tests/integrationtest/r/planner/core/indexmerge_path.result	indexmerge_path	2024-12-21T13:22:27+08:00
88	pr-58546	58546	planner: support hash v2 variable to control the join order	cases/2024/12/pr-58546.json	https://github.com/pingcap/tidb/pull/58546.patch	assert_exact_plan_or_cost	planner	unit	pkg/planner/core/casetest/join/join_test.go	join_test	2024-12-27T18:57:19+08:00
89	pr-59745	59745	planner: change the cascades explain test as explain with brief format.	cases/2025/02/pr-59745.json	https://github.com/pingcap/tidb/pull/59745.patch	assert_exact_plan_or_cost	planner	integration	tests/integrationtest/t/planner/cascades/integration.test	integration	2025-02-26T13:47:10+08:00
90	pr-60333	60333	planner: add optimizer cost factors	cases/2025/04/pr-60333.json	https://github.com/pingcap/tidb/pull/60333.patch	statistics_sensitive_test	planner	integration	pkg/planner/core/plan_cost_ver2_test.go	plan_cost_ver2_test	2025-04-11T05:56:33+08:00
91	pr-60512	60512	planner: add optimizer cost factor tests	cases/2025/04/pr-60512.json	https://github.com/pingcap/tidb/pull/60512.patch	assert_exact_plan_or_cost	planner	unit	pkg/planner/core/plan_cost_ver2_test.go	plan_cost_ver2_test	2025-04-14T11:55:06+08:00
92	pr-60514	60514	test: analyze the tables to stabilize the flaky status of the columns	cases/2025/04/pr-60514.json	https://github.com/pingcap/tidb/pull/60514.patch	statistics_sensitive_test	statistics	integration	tests/integrationtest/t/explain_complex_stats.test	explain_complex_stats	2025-04-15T18:35:58+08:00
93	pr-60648	60648	planner: add skew risk for equals	cases/2025/04/pr-60648.json	https://github.com/pingcap/tidb/pull/60648.patch	assert_exact_plan_or_cost	planner	unit	pkg/planner/cardinality/selectivity_test.go	selectivity_test	2025-04-24T12:11:46+08:00
94	pr-60941	60941	planner: make redact log test result ignore plan ID with explain format as brief.	cases/2025/04/pr-60941.json	https://github.com/pingcap/tidb/pull/60941.patch	assert_exact_plan_or_cost	planner	unit	pkg/planner/core/tests/redact/redact_test.go	redact_test	2025-04-30T09:28:29+08:00
95	pr-60943	60943	planner: make null and hint result ignore plan ID with explain format as brief.	cases/2025/04/pr-60943.json	https://github.com/pingcap/tidb/pull/60943.patch	assert_exact_plan_or_cost	planner	unit	pkg/planner/core/casetest/join/join_test.go	join_test	2025-04-30T13:20:47+08:00
96	pr-60980	60980	planner: use brief format to record explain test result in integration-test.	cases/2025/05/pr-60980.json	https://github.com/pingcap/tidb/pull/60980.patch	assert_exact_plan_or_cost	planner	integration	pkg/executor/test/tiflashtest/tiflash_test.go	tiflash_test	2025-05-06T23:27:45+08:00
97	pr-60992	60992	planner: add brief format for some explain test result.	cases/2025/05/pr-60992.json	https://github.com/pingcap/tidb/pull/60992.patch	assert_exact_plan_or_cost	planner	integration	pkg/planner/core/runtime_filter_generator_test.go	runtime_filter_generator_test	2025-05-07T19:37:24+08:00
98	pr-61129	61129	planner: avoid adding empty cost formula	cases/2025/05/pr-61129.json	https://github.com/pingcap/tidb/pull/61129.patch	assert_exact_plan_or_cost	planner	integration	tests/integrationtest/t/tpch.test	tpch	2025-05-15T18:00:27+08:00
99	pr-61902	61902	planner: Fix flaky TestGlobalStatsAndSQLBindingWithConcurrency	cases/2025/06/pr-61902.json	https://github.com/pingcap/tidb/pull/61902.patch	assert_exact_plan_or_cost,statistics_sensitive_test	statistics	unit	pkg/statistics/handle/globalstats/global_stats_internal_test.go	TestGlobalStatsAndSQLBindingWithConcurrency	2025-06-21T08:32:09+08:00
100	pr-62123	62123	planner: Update risk_eq testcase for session vs global	cases/2025/07/pr-62123.json	https://github.com/pingcap/tidb/pull/62123.patch	statistics_sensitive_test	planner	unit	pkg/planner/cardinality/selectivity_test.go	selectivity_test	2025-07-02T22:48:57+08:00
101	pr-62512	62512	planner: Fix flaky testglobalstatsandsqlbinding	cases/2025/07/pr-62512.json	https://github.com/pingcap/tidb/pull/62512.patch	assert_exact_plan_or_cost	planner	unit	pkg/statistics/handle/globalstats/global_stats_internal_test.go	global_stats_internal_test	2025-07-19T18:55:49+08:00
102	pr-62431	62431	planner: add cbo_test cases covering cascades mode	cases/2025/07/pr-62431.json	https://github.com/pingcap/tidb/pull/62431.patch	assert_exact_plan_or_cost,statistics_sensitive_test	planner	unit	pkg/planner/core/casetest/cbotest/cbo_test.go	cbo_test	2025-07-21T16:47:19+08:00
103	pr-62363	62363	planner: use addedRows for out of range and add skew risk ratio | tidb-test=pr/2566	cases/2025/07/pr-62363.json	https://github.com/pingcap/tidb/pull/62363.patch	statistics_sensitive_test	planner	unit	pkg/planner/cardinality/selectivity_test.go	selectivity_test	2025-07-25T10:13:13+08:00
104	pr-62670	62670	planner: try fix flaky test TestTiFlashLateMaterialization	cases/2025/07/pr-62670.json	https://github.com/pingcap/tidb/pull/62670.patch	assert_exact_plan_or_cost,statistics_sensitive_test	planner	unit	pkg/planner/core/casetest/testdata/plan_normalized_suite_in.json	TestTiFlashLateMaterialization	2025-07-29T14:10:01+08:00
105	pr-62786	62786	Cascades Planner: add vector, window plan cases covering cascades mode	cases/2025/08/pr-62786.json	https://github.com/pingcap/tidb/pull/62786.patch	assert_exact_plan_or_cost,statistics_sensitive_test	planner	unit	pkg/planner/core/casetest/partition/partition_pruner_test.go	partition_pruner_test	2025-08-07T20:43:03+08:00
106	pr-62725	62725	planner: improve index pseudo-estimation with column stats | tidb-test=pr/2570	cases/2025/08/pr-62725.json	https://github.com/pingcap/tidb/pull/62725.patch	statistics_sensitive_test	planner	unit	pkg/planner/cardinality/selectivity_test.go	selectivity_test	2025-08-09T02:51:52+08:00
107	pr-62851	62851	planner: move physical PhysicalExpand related logic into physical op dir	cases/2025/08/pr-62851.json	https://github.com/pingcap/tidb/pull/62851.patch	assert_exact_plan_or_cost,statistics_sensitive_test	planner	unit	pkg/planner/core/casetest/tpch/tpch_test.go	tpch_test	2025-08-09T14:23:00+08:00
108	pr-62910	62910	planner: create variables for recognizing over and underestimation risk	cases/2025/08/pr-62910.json	https://github.com/pingcap/tidb/pull/62910.patch	assert_exact_plan_or_cost	planner	unit	pkg/planner/cardinality/selectivity_test.go	selectivity_test	2025-08-10T01:01:45+08:00
109	pr-62956	62956	planner: Skyline pruning to include equals within DNF	cases/2025/08/pr-62956.json	https://github.com/pingcap/tidb/pull/62956.patch	assert_exact_plan_or_cost	planner	integration	pkg/planner/core/casetest/plan_test.go	plan_test	2025-08-16T05:33:38+08:00
110	pr-62952	62952	planner: account for risk of using skew ratio vars	cases/2025/08/pr-62952.json	https://github.com/pingcap/tidb/pull/62952.patch	assert_exact_plan_or_cost	planner	unit	pkg/planner/cardinality/selectivity_test.go	selectivity_test	2025-08-16T10:42:35+08:00
111	pr-63080	63080	planner: Add explain format='plan_tree'	cases/2025/08/pr-63080.json	https://github.com/pingcap/tidb/pull/63080.patch	assert_exact_plan_or_cost	planner	unit	pkg/executor/explain_test.go	explain_test	2025-08-21T22:31:33+08:00
112	pr-63148	63148	"planner: use ""explain format=plan_tree"" in planner tests"	cases/2025/08/pr-63148.json	https://github.com/pingcap/tidb/pull/63148.patch	assert_exact_plan_or_cost	planner	integration	tests/integrationtest/t/planner/core/casetest/expression_rewriter.test	expression_rewriter	2025-08-22T17:47:56+08:00
113	pr-63207	63207	planner: update planner test cases to use `plan_tree` to avoid unnecessary code changes caused by estimation update	cases/2025/08/pr-63207.json	https://github.com/pingcap/tidb/pull/63207.patch	assert_exact_plan_or_cost	planner	integration	tests/integrationtest/t/access_path_selection.test	access_path_selection	2025-08-27T09:56:43+08:00
114	pr-63500	63500	planner: flaky test cleanup	cases/2025/09/pr-63500.json	https://github.com/pingcap/tidb/pull/63500.patch	statistics_sensitive_test	statistics	unit	pkg/executor/test/analyzetest/analyze_test.go	TestIssue20874	2025-09-15T11:55:45+08:00
115	pr-63702	63702	planner: flaky test cleanup3	cases/2025/09/pr-63702.json	https://github.com/pingcap/tidb/pull/63702.patch	statistics_sensitive_test	statistics	realtikv	pkg/planner/cardinality/selectivity_test.go	TestNewCollationStatsWithPrefixIndex	2025-09-24T13:28:01+08:00
116	pr-64119	64119	planner: Flaky test cleanup	cases/2025/10/pr-64119.json	https://github.com/pingcap/tidb/pull/64119.patch	statistics_sensitive_test	planner	realtikv	tests/realtikvtest/statisticstest/statistics_test.go	TestNewCollationStatsWithPrefixIndex	2025-10-25T06:31:40+08:00
117	pr-64428	64428	statistics: fix flaky TestLoadNonExistentIndexStats	cases/2025/11/pr-64428.json	https://github.com/pingcap/tidb/pull/64428.patch	statistics_sensitive_test	statistics	realtikv	pkg/statistics/handle/storage/read_test.go	TestLoadNonExistentIndexStats	2025-11-12T02:40:41+08:00
118	pr-64774	64774	planner: flaky test TestIssue25729	cases/2025/12/pr-64774.json	https://github.com/pingcap/tidb/pull/64774.patch	assert_exact_plan_or_cost	planner	integration	tests/integrationtest/r/tpch.result	TestIssue25729	2025-12-03T02:41:29+08:00
119	pr-65012	65012	planner: flaky test TestIndexNestedLoopHashJoin	cases/2025/12/pr-65012.json	https://github.com/pingcap/tidb/pull/65012.patch	assert_exact_plan_or_cost	executor	unit	pkg/executor/test/jointest/hashjoin/hash_join_test.go	TestIndexNestedLoopHashJoin	2025-12-16T07:49:23+08:00
120	pr-65098	65098	stats: fix flaky TestNewCollationStatsWithPrefixIndex	cases/2025/12/pr-65098.json	https://github.com/pingcap/tidb/pull/65098.patch	statistics_sensitive_test	statistics	realtikv	tests/realtikvtest/statisticstest/statistics_test.go	TestNewCollationStatsWithPrefixIndex	2025-12-17T22:57:00+08:00
121	pr-65119	65119	planner: fix the flaky test TestTiFlashLateMaterialization	cases/2025/12/pr-65119.json	https://github.com/pingcap/tidb/pull/65119.patch	assert_exact_plan_or_cost,statistics_sensitive_test	planner	unit	pkg/planner/core/casetest/tiflash_predicate_push_down_test.go	TestTiFlashLateMaterialization	2025-12-18T21:47:29+08:00
122	pr-65329	65329	executor: flaky test TestIndexUsageWithData	cases/2025/12/pr-65329.json	https://github.com/pingcap/tidb/pull/65329.patch	statistics_sensitive_test	executor	unit	pkg/executor/test/infoschema/infoschema_test.go	TestIndexUsageWithData	2025-12-31T09:27:50+08:00
123	pr-65619	65619	planner: fix flaky tests in instanceplancache package	cases/2026/01/pr-65619.json	https://github.com/pingcap/tidb/pull/65619.patch	plan_cache_dependency	planner	unit	pkg/planner/core/casetest/instanceplancache/concurrency_test.go	TestInstancePlanCache	2026-01-19T10:17:20+08:00
124	pr-65770	65770	pkg/executor: fix unstable TestIssue20779	cases/2026/01/pr-65770.json	https://github.com/pingcap/tidb/pull/65770.patch	assert_exact_plan_or_cost	executor	unit	pkg/executor/test/jointest/join_test.go	TestIssue20779	2026-01-26T20:21:23+08:00
125	pr-65771	65771	pkg/statistics: fix flaky globalstats binding concurrency test	cases/2026/01/pr-65771.json	https://github.com/pingcap/tidb/pull/65771.patch	plan_cache_dependency	statistics	unit	pkg/statistics/handle/globalstats/global_stats_internal_test.go	TestKit	2026-01-30T19:49:39+08:00
126	pr-65825	65825	planner: make index tests ignore plan-id with explain format as brief	cases/2026/02/pr-65825.json	https://github.com/pingcap/tidb/pull/65825.patch	assert_exact_plan_or_cost	planner	integration	tests/integrationtest/t/planner/core/casetest/index/index.test	index	2026-02-06T14:40:42+08:00
127	pr-66268	66268	planner, partial_order: fix index out of range error when query has pruned column	cases/2026/02/pr-66268.json	https://github.com/pingcap/tidb/pull/66268.patch	assert_exact_plan_or_cost	planner	integration	tests/integrationtest/t/planner/core/partial_order_topn.test	partial_order_topn	2026-02-14T10:47:23+08:00
128	pr-66529	66529	pkg/planner: simplify regression test setup in planner suites	cases/2026/02/pr-66529.json	https://github.com/pingcap/tidb/pull/66529.patch	assert_exact_plan_or_cost	planner	unit	pkg/executor/test/analyzetest/analyze_test.go	TestPlanCachePartitionSuite	2026-02-26T18:29:06+08:00
129	pr-66374	66374	planner: fix prepared plan cache checker for CTE names	cases/2026/02/pr-66374.json	https://github.com/pingcap/tidb/pull/66374.patch	plan_cache_dependency	planner	integration	tests/integrationtest/r/executor/explainfor.result	explainfor	2026-02-27T02:14:00+08:00
130	pr-66600	66600	*: improve tests to avoid unnecessary changes	cases/2026/03/pr-66600.json	https://github.com/pingcap/tidb/pull/66600.patch	assert_exact_plan_or_cost	planner	integration	tests/integrationtest/t/explain_complex.test	explain_complex	2026-03-01T02:15:21+08:00
131	pr-66715	66715	*: drop stats v1 tests	cases/2026/03/pr-66715.json	https://github.com/pingcap/tidb/pull/66715.patch	assert_exact_plan_or_cost,statistics_sensitive_test	statistics	integration	tests/integrationtest/t/executor/analyze.test	analyze	2026-03-06T21:38:53+08:00
132	pr-66202	66202	planner: make enforcempp tests ignore plan id with explain format as brief	cases/2026/03/pr-66202.json	https://github.com/pingcap/tidb/pull/66202.patch	assert_exact_plan_or_cost	planner	unit	pkg/planner/core/casetest/enforcempp/testdata/enforce_mpp_suite_in.json	TestEnforceMPPWarning1	2026-03-09T18:59:08+08:00
133	pr-66714	66714	planner: parallel apply keep order	cases/2026/03/pr-66714.json	https://github.com/pingcap/tidb/pull/66714.patch	assert_exact_plan_or_cost	planner	unit	pkg/executor/parallel_apply_test.go	TestParallelApplyPlan	2026-03-10T04:11:32+08:00
134	pr-66924	66924	planner: flaky test TestLimitPushdown	cases/2026/03/pr-66924.json	https://github.com/pingcap/tidb/pull/66924.patch	assert_exact_plan_or_cost,statistics_sensitive_test	planner	unit	pkg/planner/core/casetest/physicalplantest/physical_plan_test.go	TestLimitPushdown	2026-03-12T13:21:49+08:00
135	pr-66928	66928	planner: Fix optimizer test sensitivity to stats load	cases/2026/03/pr-66928.json	https://github.com/pingcap/tidb/pull/66928.patch	statistics_sensitive_test,plan_cache_dependency	planner	unit	pkg/planner/cardinality/selectivity_test.go	TestOrderingIdxSelectivityRatio	2026-03-12T19:55:27+08:00
136	pr-66940	66940	planner: stabilize TestEnforceMPP predicate ordering	cases/2026/03/pr-66940.json	https://github.com/pingcap/tidb/pull/66940.patch	assert_exact_plan_or_cost	planner	unit	pkg/planner/core/casetest/enforcempp/enforce_mpp_test.go	TestEnforceMPP	2026-03-13T04:01:07+08:00
137	pr-66156	66156	planner: support index join for embedded inner-join patterns | tidb-test=pr/2692 	cases/2026/03/pr-66156.json	https://github.com/pingcap/tidb/pull/66156.patch	assert_exact_plan_or_cost,statistics_sensitive_test	planner	integration	tests/integrationtest/r/planner/core/casetest/rule/rule_join_reorder.result	rule_join_reorder	2026-03-13T19:52:37+08:00
138	pr-67118	67118	executor/importer: fix flaky TestVerifyChecksum cancellation path	cases/2026/03/pr-67118.json	https://github.com/pingcap/tidb/pull/67118.patch	assert_exact_plan_or_cost	executor	unit	pkg/executor/importer/importer_testkit_test.go	TestVerifyChecksum	2026-03-19T04:18:21+08:00
139	pr-67202	67202	statistics: fix flaky TestSkipStatsInitWithSkipInitStats	cases/2026/03/pr-67202.json	https://github.com/pingcap/tidb/pull/67202.patch	statistics_sensitive_test	statistics	unit	pkg/statistics/handle/handletest/initstats/init_stats_test.go	TestSkipStatsInitWithSkipInitStats	2026-03-25T01:47:58+08:00
140	pr-67178	67178	planner, statistics: rewrite dynamic partition analyze for legacy stats version	cases/2026/03/pr-67178.json	https://github.com/pingcap/tidb/pull/67178.patch	assert_exact_plan_or_cost,statistics_sensitive_test	planner	unit	pkg/executor/test/analyzetest/analyze_test.go	TestAnalyzePartitionStaticModeMismatchKeepsColumnScope	2026-03-26T22:34:28+08:00
