review_status	case_id	case_path	pr_number	pr_title	pr_merged_at	test_type	test_path	test_name	failure_signature	patch_url	source_smell	final_disposition	subpattern_key	one_line_mechanism	migrate_target	notes
reviewed	pr-41096	cases/2023/02/pr-41096.json	41096	*: REORGANIZE PARTITION (#38535)	2023-02-11T20:28:01+08:00	unit	sessiontxn/staleread/processor_test.go	TestStaleReadProcessorWithExecutePreparedStmt	Stale-read processor test intermittently fails due to timing-sensitive @@tidb_read_staleness/expectedTS evaluation	https://github.com/pingcap/tidb/pull/41096.patch	time_sleep_for_sync	watchlist		大 patch 中包含移除“sleep 1s 同步全局变量”的 hack，但同时混入其它 sleep/用例改动，机制簇不够纯。		patch 过大：建议二次拆解后再决定 retain/迁移。
reviewed	pr-41322	cases/2023/02/pr-41322.json	41322	br: increase the sleep time in the `waitForSend` function	2023-02-13T19:10:02+08:00	unit	br/pkg/restore/batcher_test.go	batcher_test	"batcher_test: require.True(t, sender.HasRewriteRuleOfKey(""a"")) expected true but got false (br/pkg/restore/batcher_test.go)"	https://github.com/pingcap/tidb/pull/41322.patch	time_sleep_for_sync	watchlist		waitForSend 把 sleep(10ms) 加长到 50ms 以缓解不稳定。		mitigation-only：纯拉长 sleep。
reviewed	pr-41643	cases/2023/02/pr-41643.json	41643	planner: fix unstable test TestCreateBindingRepeatedly	2023-02-22T11:59:14+08:00	unit	infoschema/cluster_tables_test.go	TestCreateBindingRepeatedly	TestCreateBindingRepeatedly: assertions on binding create_time/update_time fail because `show bindings` sees stale state right after creating/updating bindings (infoschema/cluster_tables_test.go)	https://github.com/pingcap/tidb/pull/41643.patch	time_sleep_for_sync	watchlist		binding 测试在多次 create/cover 之间加 sleep(10ms) 避免时间戳同秒/同粒度导致断言不稳。		时间戳粒度问题；更稳可注入时间源或断言更稳定字段。
reviewed	pr-42138	cases/2023/03/pr-42138.json	42138	gctuner: fix unstable test TestFinalizer	2023-03-13T14:46:41+08:00	unit	util/gctuner/finalizer_test.go	TestFinalizer	Finalizer/GC timing flake: expected finalizer count not observed immediately after `runtime.GC()`	https://github.com/pingcap/tidb/pull/42138.patch	time_sleep_for_sync	watchlist		finalizer 测试在 runtime.GC 后 sleep(10ms) 等 finalizer 回调执行。		可改为 Eventually/循环等待计数变化。
reviewed	pr-42187	cases/2023/03/pr-42187.json	42187	spool: fix unstable test TestPoolTuneScaleUpAndDown	2023-03-14T13:58:39+08:00	unit	resourcemanager/pool/spool/spool_test.go	TestPoolTuneScaleUpAndDown	expect 8 workers running, but got <n> (timing-dependent after `Tune` without deterministic wait)	https://github.com/pingcap/tidb/pull/42187.patch	time_sleep_for_sync	retain	固定 sleep 当同步屏障必须改成确定性同步原语	用 wg.Wait() 等待 worker 扩缩容任务完成，替代 sleep(500ms) 猜测 Tune 已生效。		同时修正 wait 时机避免竞态。
reviewed	pr-42392	cases/2023/03/pr-42392.json	42392	server: fix unstable test-case TestInternalSessionTxnStartTS	2023-03-20T20:40:44+08:00	unit	server/tidb_test.go	TestInternalSessionTxnStartTS	Flaky assertion: `require.Equal(t, len(lst), 10)` in `TestInternalSessionTxnStartTS` (timing-dependent internal session start TS tracking)	https://github.com/pingcap/tidb/pull/42392.patch	time_sleep_for_sync	watchlist		移除 mockDelayInnerSessionExecute failpoint(含 sleep) 并弱化相关断言以避免不稳定。		属于“删不稳定注入/断言”类，暂不 formalize。
reviewed	pr-42408	cases/2023/03/pr-42408.json	42408	test: fix flaky test due to forget to change batch size	2023-03-21T10:58:42+08:00	unit	executor/asyncloaddata/operate_test.go	operate_test	Intermittent empty/too-short running window for `SHOW LOAD DATA JOBS` in `TestOperateRunningJob` (sleep-based synchronization)	https://github.com/pingcap/tidb/pull/42408.patch	time_sleep_for_sync	exclude		LOAD DATA flaky 的根因是忘记设置 batch_size；sleep 仅是等待 job 出现的粗糙手段，本 PR 主轴非同步修法。		更像参数修正。
reviewed	pr-42680	cases/2023/03/pr-42680.json	42680	test: use concurrent-safe structure to fix a flaky test	2023-03-29T17:40:54+08:00	unit	br/pkg/lightning/backend/local/local_test.go	local_test	Intermittent assertion failures in TestCheckPeersBusy (retry job not observed in time) and/or race detector findings due to unsynchronized shared slice access.	https://github.com/pingcap/tidb/pull/42680.patch	time_sleep_for_sync	retain	sleep 等异步状态传播必须改成 Eventually/条件轮询	把 sleep(5s)“希望 worker 正在 sleep/backoff”改为 require.Eventually 等待条件成立，并用 channel 代替并发不安全 slice。		强典型：sleep 只是一种概率窗口。
reviewed	pr-42744	cases/2023/04/pr-42744.json	42744	*: fix unstable test TestPoolTuneScaleUpAndDown	2023-04-03T16:48:57+08:00	unit	resourcemanager/pool/spool/spool_test.go	TestPoolTuneScaleUpAndDown	*: fix unstable test TestPoolTuneScaleUpAndDown	https://github.com/pingcap/tidb/pull/42744.patch	time_sleep_for_sync	retain	sleep 等异步状态传播必须改成 Eventually/条件轮询	把多处 sleep 改成 require.Eventually 轮询 Running()/计数器，避免异步 worker 状态收敛慢导致 flaky。		状态机/worker pool 类测试。
reviewed	pr-42776	cases/2023/04/pr-42776.json	42776	gctuner: fix unstable test in the TestGlobalMemoryTuner	2023-04-03T20:04:58+08:00	unit	util/gctuner/memory_limit_tuner_test.go	TestGlobalMemoryTuner	gctuner: fix unstable test in the TestGlobalMemoryTuner	https://github.com/pingcap/tidb/pull/42776.patch	time_sleep_for_sync	retain	sleep 等异步状态传播必须改成 Eventually/条件轮询	把 defer 中 sleep(1s) 等待 tuning 标志复位改为 require.Eventually 轮询多个 flag。		避免“固定等 1s”仍不够或过长。
reviewed	pr-42741	cases/2023/04/pr-42741.json	42741	executor: fix flaky LOAD DATA test by adding a channel to synchronize	2023-04-04T09:42:57+08:00	unit	executor/asyncloaddata/show_test.go	show_test	executor: fix flaky LOAD DATA test by adding a channel to synchronize	https://github.com/pingcap/tidb/pull/42741.patch	time_sleep_for_sync	retain	固定 sleep 当同步屏障必须改成确定性同步原语	引入 executor.TestSyncCh + failpoint 同步点，按阶段 handshake 驱动 LOAD DATA job 进度，替代多段 sleep/Failpoint sleep(3000)。		并补 require.Eventually 等待 progress 刷新。
reviewed	pr-42364	cases/2023/04/pr-42364.json	42364	ddl: fix unstable TestMDLStaleRead	2023-04-13T16:01:02+08:00	unit	ddl/metadatalocktest/mdl_test.go	TestMDLStaleRead	ddl: fix unstable TestMDLStaleRead	https://github.com/pingcap/tidb/pull/42364.patch	time_sleep_for_sync	watchlist		MDL stale read 测试去掉并发 goroutine 与时间比较，仅保留串行 DDL；仍有 sleep(2s) 拉开 staleness。		降复杂度，不形成稳定修法簇。
reviewed	pr-44709	cases/2023/06/pr-44709.json	44709	timer: fix unstable test `TestEtcdNotifier`	2023-06-16T09:35:09+08:00	unit	timer/store_intergartion_test.go	TestEtcdNotifier	Timer notifier/watch test times out or misses events due to insufficient waits/synchronization.	https://github.com/pingcap/tidb/pull/44709.patch	time_sleep_for_sync	watchlist		watch notifier 测试通过加大 timeout(10s->1m) 并在 Notify 前 sleep(1s) 等 watcher ready。		mitigation-only：固定 sleep/加大 timeout。
reviewed	pr-44918	cases/2023/06/pr-44918.json	44918	tests: fix unstable test in resource group	2023-06-25T15:23:34+08:00	unit	ddl/tests/resourcegroup/resource_group_test.go	TestKit	tests: fix unstable test in resource group	https://github.com/pingcap/tidb/pull/44918.patch	time_sleep_for_sync	retain	sleep 等异步状态传播必须改成 Eventually/条件轮询	引入 TestKit.EventuallyMustQueryAndCheck，把 sleep 等后台 GC/写入可见性改为“查询结果 Eventually 达到期望”。		把等待逻辑下沉到 testkit，便于复用。
reviewed	pr-44923	cases/2023/06/pr-44923.json	44923	test: fix unstable TestFrameworkCancelGTask	2023-06-26T15:41:35+08:00	unit	disttask/framework/framework_test.go	TestFrameworkCancelGTask	test: fix unstable TestFrameworkCancelGTask	https://github.com/pingcap/tidb/pull/44923.patch	time_sleep_for_sync	retain	固定 sleep 当同步屏障必须改成确定性同步原语	用 failpoint 在 executor.Run 内直接触发 CancelGlobalTask，替代 test 里 sleep+轮询等待任务进入可取消状态。		把“取消”做成确定性注入点。
reviewed	pr-44962	cases/2023/07/pr-44962.json	44962	executor: fix unstable test TestStaleReadPrepare	2023-07-01T00:54:42+08:00	unit	executor/stale_txn_test.go	TestStaleReadPrepare	Stale-read prepare test intermittently fails due to timestamp boundary/timing sensitivity (executor/stale_txn_test.go).	https://github.com/pingcap/tidb/pull/44962.patch	time_sleep_for_sync	retain	stale read / as-of timestamp 测试必须显式控制 TSO/now，而不是短 sleep	stale read prepare 用 @@tidb_current_ts/tidb_parse_tso 构造时间戳，避免 now(6)+sleep(几毫秒) 的不稳定窗口。		仍有极短 sleep 但时间源更可靠。
reviewed	pr-45244	cases/2023/07/pr-45244.json	45244	*: fix unstable test TestIndexDoubleReadClose	2023-07-10T15:39:42+08:00	unit	executor/test/seqtest/seq_executor_test.go	TestIndexDoubleReadClose	"`checkGoroutineExists(""pickAndExecTask"")` sometimes remains true shortly after `rs.Close()` (executor/test/seqtest/seq_executor_test.go)."	https://github.com/pingcap/tidb/pull/45244.patch	time_sleep_for_sync	retain	sleep 等异步状态传播必须改成 Eventually/条件轮询	把 sleep(10ms) + 立刻检查 goroutine 退出改成 require.Eventually 等待 goroutine 消失。		避免 goroutine 收尾时间波动。
reviewed	pr-46076	cases/2023/08/pr-46076.json	46076	*: fix ttl unstable test `TestTTLDeleteWithTimeZoneChange`	2023-08-14T20:25:59+08:00	unit	ttl/ttlworker/job_manager_integration_test.go	TestTTLDeleteWithTimeZoneChange	Intermittent TTL integration test instability (polling loop / scheduling timing)	https://github.com/pingcap/tidb/pull/46076.patch	time_sleep_for_sync	exclude		mock client 轮询响应时加 sleep(1s) 以降 CPU 自旋；不是 flaky 同步修法。		busy-loop throttle。
reviewed	pr-46301	cases/2023/08/pr-46301.json	46301	br: wait tiflash replicas ready && fix unstable test	2023-08-23T12:24:35+08:00	unit	br/pkg/restore/client.go	br: wait tiflash replicas ready && fix unstable test	br: wait tiflash replicas ready && fix unstable test	https://github.com/pingcap/tidb/pull/46301.patch	time_sleep_for_sync	watchlist		等待 TiFlash replica ready 使用无限循环+sleep(1s) 重试 progress，脚本额外 sleep(3s) 等 tick。		缺少总超时/明确完成信号，先 watchlist。
reviewed	pr-48928	cases/2023/11/pr-48928.json	48928	importinto: make cancel wait task done and some fixes	2023-11-29T17:59:49+08:00	realtikv	pkg/ddl/backfilling_dispatcher_test.go	backfilling_dispatcher_test	time.Sleep(3 * time.Second) before `cancel import job` (timing workaround for async state transitions)	https://github.com/pingcap/tidb/pull/48928.patch	time_sleep_for_sync	retain	sleep 等异步状态传播必须改成 Eventually/条件轮询	去掉 cancel job 前的固定 sleep(3s)，改用 sync channel + Eventually 等待 dist task 进入非 pending/running 状态。		把“等待可取消”从时间改为状态条件。
reviewed	pr-49317	cases/2023/12/pr-49317.json	49317	tests: wait services to be healthy before executing test cases in GlobalKill e2e tests	2023-12-11T15:55:47+08:00	unit	tests/globalkilltest/global_kill_test.go	global_kill_test	Problem Summary: **test: Global Kill e2e test is flaky**	https://github.com/pingcap/tidb/pull/49317.patch	time_sleep_for_sync	retain	sleep 等异步状态传播必须改成 Eventually/条件轮询	启动 TiKV/PD/TiDB 后不再 sleep 固定时长，改为 health/status HTTP 检查 + retry（WithRetry）。		服务 readiness 用可验证条件替代时间窗口。
reviewed	pr-49805	cases/2023/12/pr-49805.json	49805	disttask: add notify when task submitted or changed & refactor test	2023-12-28T14:42:28+08:00	unit	pkg/disttask/framework/framework_err_handling_test.go	framework_err_handling_test	"race = ""off"", | random := rand.New(rand.NewSource(seed)) (pkg/disttask/framework/framework_test.go)"	https://github.com/pingcap/tidb/pull/49805.patch	time_sleep_for_sync	watchlist		framework 测试从“sleep(2s) 等 owner change”改为随机 owner change + 并发 dispatch，但机制并非明确的同步修法簇。		patch 主轴偏测试重构；是否纳入 subpattern 需二次复核。
reviewed	pr-50144	cases/2024/01/pr-50144.json	50144	test: fix unstable `TestIndexChange ` and `TestAlterAddConstraintStateChange3`	2024-01-11T12:09:26+08:00	unit	pkg/ddl/constraint_test.go	TestIndexChange	test: fix unstable `TestIndexChange ` and `TestAlterAddConstraintStateChange3`	https://github.com/pingcap/tidb/pull/50144.patch	time_sleep_for_sync	retain	sleep 等异步状态传播必须改成 Eventually/条件轮询	用标志位(addCheckDone/addIndexDone)+短间隔轮询等待 DDL hook 已执行，替代单次 sleep(50ms) 赌回调到达。		并加 job type/table guard，避免被其它 job 干扰。
reviewed	pr-53225	cases/2024/05/pr-53225.json	53225	lightning: fix unstable test for conflict detection	2024-05-14T17:56:43+08:00	unit	lightning/tests/lightning_duplicate_resolution_merge/run.sh	run	"export GO_FAILPOINTS=""github.com/pingcap/tidb/lightning/pkg/importer/SlowDownImport=sleep(1000)"" (lightning/tests/lightning_duplicate_resolution_merge/run.sh)"	https://github.com/pingcap/tidb/pull/53225.patch	time_sleep_for_sync	watchlist		通过把 failpoint SlowDownImport 的 sleep(250) 拉到 sleep(1000) 降速，避免并发导入过快导致断言不稳。		mitigation-only：拉长 sleep。
reviewed	pr-53636	cases/2024/05/pr-53636.json	53636	test: fix flaky test TestParallelDDL	2024-05-29T15:58:21+08:00	unit	pkg/ddl/ddl_worker_test.go	TestParallelDDL	test: fix flaky test TestParallelDDL	https://github.com/pingcap/tidb/pull/53636.patch	time_sleep_for_sync	retain	固定 sleep 当同步屏障必须改成确定性同步原语	"用 InjectCall(""waitJobSubmitted"") + channel 门闸控制 DDL job 提交时机，替代每次 wg.Run 之间 sleep(5ms) 的时序假设。"		典型“sleep 当并发脚本调度器”。
reviewed	pr-54447	cases/2024/07/pr-54447.json	54447	ddl/tests/partition: fix an unstable test TestTruncatePartitionWithGlobalIndex	2024-07-04T21:11:58+08:00	unit	pkg/ddl/tests/partition/db_partition_test.go	TestTruncatePartitionWithGlobalIndex	ddl/tests/partition: fix an unstable test TestTruncatePartitionWithGlobalIndex	https://github.com/pingcap/tidb/pull/54447.patch	time_sleep_for_sync	retain	sleep 等异步状态传播必须改成 Eventually/条件轮询	等待 DDL job 阶段时同时检查 InfoSchema schema version 已推进，避免只看 job 状态就继续导致读取到旧 schema。		把“状态完成”拆成 job 状态 + schema load 完成。
reviewed	pr-55588	cases/2024/09/pr-55588.json	55588	ddl/ingest: set `minCommitTS` when detect remote duplicate keys	2024-09-05T23:28:18+08:00	realtikv	tests/realtikvtest/addindextest1/disttask_test.go	TestAddUniqueIndexAfterFlashBack	remove unstable TestAddUniqueIndexAfterFlashBack	https://github.com/pingcap/tidb/pull/55588.patch	time_sleep_for_sync	watchlist		新增 flashback 后 add unique index 测试含多段 sleep(1s) 拉开时间窗口（注释说明 Fixme）。		新增用例且明显依赖时间窗口，暂不纳入正式 subpattern。
reviewed	pr-57016	cases/2024/10/pr-57016.json	57016	*: avoid flaky test with high load scenario	2024-10-31T18:23:27+08:00	unit	pkg/statistics/handle/cache/internal/lfu/lfu_cache_test.go	TestMemoryControlWithUpdate	*: avoid flaky test with high load scenario	https://github.com/pingcap/tidb/pull/57016.patch	time_sleep_for_sync	retain	sleep 等异步状态传播必须改成 Eventually/条件轮询	把 sleep(1s) 等成本清零改为 require.Eventually 轮询 lfu.Cost()==0。		高负载下异步回收更慢。
reviewed	pr-57579	cases/2024/11/pr-57579.json	57579	executor: Fix unstable test TestTiKVClientReadTimeout	2024-11-21T18:45:25+08:00	unit	pkg/executor/executor_failpoint_test.go	TestTiKVClientReadTimeout	executor: Fix unstable test TestTiKVClientReadTimeout	https://github.com/pingcap/tidb/pull/57579.patch	time_sleep_for_sync	retain	stale read / as-of timestamp 测试必须显式控制 TSO/now，而不是短 sleep	读取 @a=now(6) 后先等 @@tidb_current_ts >= 期望 TSO（循环+短 sleep），保证 as-of timestamp 已安全落后，再跑 stale read。		用 TSO 单调性约束替代固定等待。
reviewed	pr-59100	cases/2025/01/pr-59100.json	59100	executor: make TestWorkerPool stable	2025-01-21T21:48:15+08:00	unit	pkg/executor/utils_test.go	TestWorkerPool/TwoWorkers	Problem Summary: `TestWorkerPool/TwoWorkers` is unstable because both workers are runnable after yield (`runtime.Gosched`), the execution order is not guaranteed by runtime scheduler.	https://github.com/pingcap/tidb/pull/59100.patch	time_sleep_for_sync	watchlist		用 sleep(1ms/10ms) 替代 runtime.Gosched 以稳定 worker pool 事件顺序，本质仍是 timing 驱动。		不建议作为稳定修法。
reviewed	pr-59589	cases/2025/02/pr-59589.json	59589	*: migrate stale_txn tests to real tikv tests	2025-02-19T16:41:16+08:00	realtikv	tests/realtikvtest/txntest/stale_read_test.go	TestStalePrepare	"stmtID, _, _, err := tk.Session().PrepareStmt(""select * from t as of timestamp now(3) - interval 100000 microsecond order by id asc"") (tests/realtikvtest/txntest/stale_read_test.go)"	https://github.com/pingcap/tidb/pull/59589.patch	time_sleep_for_sync	exclude		把 stale_txn tests 迁移到 realtikvtest 为主；sleep 仅为环境准备/时间语义，不是同步修法簇。		测试迁移类。
reviewed	pr-59715	cases/2025/03/pr-59715.json	59715	test: TestStaleReadAllCombinations	2025-03-06T17:04:48+08:00	realtikv	tests/realtikvtest/txntest/stale_read_test.go	TestStaleReadAllCombinations	try to stabilize test	https://github.com/pingcap/tidb/pull/59715.patch	time_sleep_for_sync	exclude		新增大而全 stale read 组合测试，依赖多段 sleep 造时间差；不属于“去除 sleep-for-sync”修法。		更像时间语义用例本身。
reviewed	pr-62831	cases/2025/08/pr-62831.json	62831	ddl/issyncer: support cross keyspace scenario	2025-08-06T17:18:15+08:00	unit	pkg/ddl/tiflash_replica_test.go	tiflash_replica_test	require.Eventually(t, func() bool { ... return !hasOldTableData }, 30*time.Second, 100*time.Millisecond) (pkg/ddl/tiflash_replica_test.go)	https://github.com/pingcap/tidb/pull/62831.patch	time_sleep_for_sync	exclude		schema version syncer/assumed server 逻辑改动为主；涉及的 sleep 属于内部等待实现，不是 flaky test patch。		不纳入本 family。
reviewed	pr-63196	cases/2025/09/pr-63196.json	63196	tests: improve timing robustness in TestStaleReadAllCombinations	2025-09-20T14:02:28+08:00	realtikv	tests/realtikvtest/txntest/stale_read_test.go	TestStaleReadAllCombinations/tidb_read_staleness	The `TestStaleReadAllCombinations/tidb_read_staleness` test case is flaky under high CI load due to tight timing constraints.	https://github.com/pingcap/tidb/pull/63196.patch	time_sleep_for_sync	watchlist		通过把 stale read 组合测试中的 sleep(1s) 全面拉长到 3s、加 buffer 来“提高鲁棒性”。		mitigation-only：拉长 sleep；更像时间语义簇的反例。
reviewed	pr-64167	cases/2025/10/pr-64167.json	64167	ddl: show the failed analyze-status in admin show	2025-10-30T10:16:37+08:00	realtikv	tests/realtikvtest/addindextest4/integration_test.go	TestAnalyzeTimeout	Timing-based analyze-timeout test (sleep + polling interval) is unstable.	https://github.com/pingcap/tidb/pull/64167.patch	time_sleep_for_sync	exclude		DDL analyze 状态/展示逻辑改动为主，主要使用 time.After/timer；非 sleep-for-sync 修法。		机制不匹配。
reviewed	pr-65330	cases/2025/12/pr-65330.json	65330	server/tests: fix flaky test TestIssue57531	2025-12-30T10:33:41+08:00	unit	pkg/server/tests/commontest/tidb_test.go	TestIssue57531	TestIssue57531: intermittent failure where `show processlist` still shows the killed session (row count != 1) after a fixed short sleep	https://github.com/pingcap/tidb/pull/65330.patch	time_sleep_for_sync	retain	sleep 等异步状态传播必须改成 Eventually/条件轮询	把 sleep(10ms) + 立刻断言 processlist 行数改为 require.Eventually 轮询直到稳定为 1。		避免异步 kill/清理延迟。
reviewed	pr-65229	cases/2025/12/pr-65229.json	65229	tests: fix unstable `TestIssue20236` and `TestShowTableRegion`	2025-12-30T15:34:29+08:00	unit	pkg/executor/cluster_table_test.go	TestIssue20236	executor tests: intermittent connection-refused/empty results due to server not ready; or region/show-table-region assertions failing due to global var/session timing and split not finished	https://github.com/pingcap/tidb/pull/65229.patch	time_sleep_for_sync	retain	sleep 等异步状态传播必须改成 Eventually/条件轮询	RPC/cluster 测试先通过 Dial 重试确认 server 已监听，再执行用例，替代隐式/固定等待。		同类 readiness 机制可复用到其它 server-based tests。
reviewed	pr-64286	cases/2026/01/pr-64286.json	64286	fix(resourcegroup/runaway): enhance failpoint control and logging for runaway GC	2026-01-09T14:40:20+08:00	unit	pkg/resourcegroup/tests/resource_group_test.go	TestResourceGroupRunawayExceedTiDBSide	TestResourceGroupRunawayExceedTiDBSide: intermittent missing rows in mysql.tidb_runaway_queries due to timer-driven GC/expiry and fixed-sleep-based waiting	https://github.com/pingcap/tidb/pull/64286.patch	time_sleep_for_sync	retain	sleep 等异步状态传播必须改成 Eventually/条件轮询	去掉“just wait 1s flush”固定 sleep，改为 Eventually 等待 runaway 记录被 GC 清理。		并让 FastRunawayGC failpoint 可控(返回 int)。
reviewed	pr-65784	cases/2026/01/pr-65784.json	65784	pkg/server: fix unstable TestTTL	2026-01-27T00:03:14+08:00	unit	pkg/server/handler/tests/http_handler_serial_test.go	TestTTL	TestTTL: intermittent TTL job-history count assertions due to shared history table and async updates	https://github.com/pingcap/tidb/pull/65784.patch	time_sleep_for_sync	retain	sleep 等异步状态传播必须改成 Eventually/条件轮询	TTL 测试用 Eventually 等待 job 计数变化，并把统计范围限定到目标表，避免全表历史噪声。		减少“别的 job 干扰”导致的假失败。
reviewed	pr-65779	cases/2026/02/pr-65779.json	65779	pkg/executor: fix flaky query watch test	2026-02-09T18:48:50+08:00	unit	pkg/executor/internal/querywatch/query_watch_test.go	TestQueryWatch	TestQueryWatch: assertion after fixed sleep fails intermittently (expected quarantine error not observed yet)	https://github.com/pingcap/tidb/pull/65779.patch	time_sleep_for_sync	retain	sleep 等异步状态传播必须改成 Eventually/条件轮询	把 sleep(1s) 等 quarantine 生效改为 require.Eventually（带错误码解析与 lastObservedErr）。		更稳地等待系统状态生效。
reviewed	pr-65732	cases/2026/02/pr-65732.json	65732	br/pkg/utils: stabilize task register tests	2026-02-28T20:59:43+08:00	unit	br/pkg/utils/register_test.go	TestTaskRegisterFailedReput	"TestTaskRegisterFailedGrant/TestTaskRegisterFailedReput: flaky assertions around etcd lease TTL/""requested lease not found"" due to timing + fixed sleeps"	https://github.com/pingcap/tidb/pull/65732.patch	time_sleep_for_sync	retain	sleep 等异步状态传播必须改成 Eventually/条件轮询	把 RegisterRetryInternal sleep 等任务注册/租约状态改为 require.Eventually + 可注入 retry interval。		并处理 lease-not-found 边界。
